Item No.,mat_partcode,mat_partname,mat_maker,unit
218590300,2008-T2P-B1L,Terminal,CKM,pcs
218590300,2015H-10P-HF,Housing,CKM,pcs
218590300,JP62 140±5°C,Thermostat,UCHIYA,pcs
218590300,AV3242613-A,Switch,PANASONIC,pcs
218590300,SUMITUBE F3(Z) Ø1.5mm BLACK,Tube,SUMITOMO,meter
218590300,SUMITUBE F3(Z) Ø3mm BLACK,Tube,SUMITOMO,meter
218590300,SUMITUBE F3(Z) Ø3.5mm BLACK,Tube,SUMITOMO,meter
218590300,LLS227N-B18,Solder Bar,SOLDER COAT,kg
218590300,LLS227N-B18,Solder Wire,ISHIKAWA,grams
217883700,UL 1571 AWG30 BLACK P300,Wire,HITACHI,meter
217883700,SSH-003T-P0.2-H,Terminal,JST,pcs
217883700,SHR-06V-S-B,Housing,JST,pcs
217398500,"UL 2734 28#TS/5F (1571) (BR,BK,BL,O,R)",Wire,XINYA,meter
217398500,50058-8000,Terminal,MOLEX,pcs
217398500,51021-0500,Housing,MOLEX,pcs
217398500,LLS227N-B18,Solder Bar,ISHIKAWA,grams
217399500,UL 1571 AWG28 WHITE P300,Wire,HITACHI,meter
217399500,50058-8000,Terminal,MOLEX,pcs
217399500,51021-0400,Housing,MOLEX,pcs
217399500,LLS227N-B18,Solder Bar,ISHIKAWA,grams
217016601,VHR-3M WHITE,Housing,JST,pcs
217016601,SVH-21T-P1.1,Terminal,JST,pcs
217016601,C-UL 1007 AWG20 WHITE P300,Wire,HITACHI,meter
217016601,C-UL 1007 AWG20 BLACK P300,Wire,HITACHI,meter
217016601,SRT-51T-4FE,Terminal,JST,pcs
217016601,TU-301-SP-SE015-JJ1,AC Inlet,TECX-UNIONS,pcs
217016601,T18R,Binder,TYTON,pcs
217016601,K3T14.00x10.00x7.00,Ferrite Core,FERRICO,pcs
217016601,SUMITUBE F32 3.5mm BLACK,Tube,CHANGYUAN,meter
217016601,UL 1007 AWG18 GREEN/YELLOW-LTK,Wire,LINOYA,meter
217016601,LLS227N-B18,Solder Bar,SOLDER COAT,kg
217016601,LLS227N-B18,Solder Wire,ISHIKAWA,grams
218242000,UL 10097 AWG20 BLACK P300,Wire,SUMITOMO,meter
218242000,UL 10097 AWG20 WHITE P300,Wire,SUMITOMO,meter
218242000,3962T0P-BI,Terminal,CKM,pcs
218242000,3962H-3P-HF,Housing,CKM,pcs
218242000,JP62 115±5°C,Thermostat,UCHIYA,pcs
218242000,SUMITUBE F3(Z) Ø1.5mm BLACK,Tube,SUMITOMO,meter
218242000,SUMITUBE F3(Z) Ø4mm BLACK,Tube,SUMITOMO,meter
218242000,SUMITUBE F3(Z) Ø3mm BLACK,Tube,SUMITOMO,meter
218242000,LLS227N-B18,Solder Bar,SOLDER COAT,kg
218290300,UL 10097 AWG20 RED P300,Wire,SUMITOMO,meter
218290300,UL 10097 AWG20 BLACK P300,Wire,SUMITOMO,meter
218290300,UL 1007 AWG18 GREEN/YELLOW-LTK,Wire,SHINDIN,meter
218290300,3962T0P-BI,Terminal,CKM,pcs
218290300,SRT-51T-4FE,Terminal,JST,pcs
218290300,3962H-3P-HF,Housing,CKM,pcs
218290300,SUMITUBE F(Z) Ø3.5 BLACK,Tube,SUMITOMO,meter
218290300,K3T14.00x10.00x7.00,Ferrite Core,FERRICO,pcs
218290300,TU-301-SP-SE015-JJ1,AC Inlet,TECX-UNIONS,pcs
218290300,T18R,Binder,TYTON,pcs
218290300,GR III (B-8) LLS227N  1.2mm,Solder Wire ,SOLDER COAT,kg
218428200,C-UL 1061 AWG28 RED P300,Wire,SUMITOMO,meter
218428200,C-UL 1061 AWG28 WHITE P300,Wire,SUMITOMO,meter
218428200,C-UL 1061 AWG28 GREEN P300,Wire,SUMITOMO,meter
218428200,C-UL 1061 AWG28 BLACK P300,Wire,SUMITOMO,meter
218428200,C-UL 1061 AWG28 YELLOW P300,Wire,SUMITOMO,meter
218428200,SSHL-003T-P0.2,Terminal,JST,pcs
218428200,1501T0P-B1,Terminal,CKM,pcs
218428200,1501H-5P-HF,Housing,CKM,pcs
218428200,SHLP-05V-S-B,Housing,JST,pcs
218428200,TCN-10-5-5,Ferrite Core,TAKEUCHI,pcs
218458400,UL 1571 AWG30 BLACK P300,Wire,SUMITOMO,meter
218458400,1001T0P-B1,Terminal,CKM,pcs
218458400,1001H-6P-HF,Housing,CKM,pcs
218596100,SPHD-001T-P0.5,Terminal,JST,pcs
218596100,C-UL 1007 AWG24 WHITE P300,Wire,SUMITOMO,meter
218596100,C-UL 1007 AWG24 BLACK P300,Wire,SUMITOMO,meter
218596100,C-UL 1007 AWG24 BROWN P300,Wire,SUMITOMO,meter
218596100,C-UL 1007 AWG24 ORANGE P300,Wire,SUMITOMO,meter
218596100,C-UL 1007 AWG24 RED P300,Wire,SUMITOMO,meter
218596100,C-UL 1007 AWG24 VIOLET P300,Wire,SUMITOMO,meter
218596100,C-UL 1007 AWG24 YELLOW P300,Wire,SUMITOMO,meter
218596100,2001T0P-B1,Terminal,CKM,pcs
218596100,C-UL 1007 AWG24 GREEN P300,Wire,SUMITOMO,meter
218596100,C-UL 1007 AWG24 BLUE P300,Wire,SUMITOMO,meter
218596100,C-UL 1007 AWG24 GRAY P300,Wire,SUMITOMO,meter
218596100,PAP-10V-S,Housing,JST,pcs
218596100,2001H-10P-HF,Housing,CKM,pcs
218596100,NH-3 NO. 1 BLACK,Tube,NISSEI,meter
218596100,T18R,Binder,TYTON,pcs
218596300,1501T0P-B1,Terminal,CKM,pcs
218596300,1501H-7P-HF,Housing,CKM,pcs
218596300,SUMITUBE F(Z) Ø2.5 BLACK,Tube,SUMITOMO,meter
218596300,SUMITUBE F(Z) Ø6 BLACK,Tube,SUMITOMO,meter
218596300,C-UL 1061 AWG28 YELLOW P300,Wire,SUMITOMO,meter
218596300,UL 2725 AWG28 4C+AB,Cable,LINOYA,meter
218596300,LLS227N-B18,Solder Bar,SOLDER COAT,kg
218597701,RK1251H-06-00,Housing,RENKYO,pcs
218597701,RK1251T-T,Terminal,RENKYO,pcs
218597701,UL 3302 AWG26 BLACK P300,Wire,SUMITOMO,meter
218597701,UL 3302 AWG26 BLUE P300,Wire,SUMITOMO,meter
218597701,UL 3302 AWG26 ORANGE P300,Wire,SUMITOMO,meter
218597701,UL 3302 AWG26 WHITE P300,Wire,SUMITOMO,meter
218597701,UL 3302 AWG26 YELLOW P300,Wire,SUMITOMO,meter
218597701,UL 3302 AWG26 RED P300,Wire,SUMITOMO,meter
218597701,T18S,Binder,TYTON,pcs
218597701,AH-3 AWG6 BLACK,Tube,IWASE,meter
218597300,1001T0P-B1,Terminal,CKM,pcs
218597300,UL 1571 AWG30 BLACK P300,Wire,SUMITOMO,meter
218597300,UL 1571 AWG30 RED P300,Wire,SUMITOMO,meter
218597300,1001H-6P-HF,Housing,CKM,pcs
218597400,1001T0P-B1,Terminal,CKM,pcs
218597400,UL 1571 AWG30 BLUE P300,Wire,SUMITOMO,meter
218597400,UL 1571 AWG30 RED P300,Wire,SUMITOMO,meter
218597400,1001H-6P-HF,Housing,CKM,pcs
218597600,RK1251T-T,Terminal,RENKYO,pcs
218597600,RK1251H-03-00,Housing,RENKYO,pcs
218597600,K3T14.00x7.00x8.00,Ferrite Core,FERRICO,pcs
218597600,PU SM-55 BLK + NITTO 5000NS,Tape,INOAC,pcs
218597600,UL 1571 AWG28 BLACK P300,Wire,SUMITOMO,meter
218597600,UL 1571 AWG28 WHITE P300,Wire,SUMITOMO,meter
218597600,UL 1571 AWG28 RED P300,Wire,SUMITOMO,meter
218597800,1501T0P-B1,Terminal,CKM,pcs
218597800,1501H-2P-HF,Housing,CKM,pcs
218597800,UL 1571 AWG26 BLACK P300,Wire,SUMITOMO,meter
218597800,UL 1571 AWG26 RED P300,Wire,SUMITOMO,meter
218597800,LLS227N-B18,Solder Bar,SOLDER COAT,kg
218597900,RK1251H-02-00,Housing,RENKYO,pcs
218597900,RK1251T-T,Terminal,RENKYO,pcs
218597900,UL 1571 AWG26 BLUE P300,Wire,SUMITOMO,meter
218597900,UL 1571 AWG26 YELLOW P300,Wire,SUMITOMO,meter
218597900,LLS227N-B18,Solder Bar,SOLDER COAT,kg
218497900,UL 1571 AWG30 BLACK P300,Wire,SUMITOMO,meter
218497900,1001T0P-B1,Terminal,CKM,pcs
218497900,1001H-6P-HF,Housing,CKM,pcs
218656500,UL 1571 AWG26 YELLOW P300,Wire,SUMITOMO,meter
218656500,UL 1571 AWG26 RED P300,Wire,SUMITOMO,meter
218656500,UL 1571 AWG26 BLUE P300,Wire,SUMITOMO,meter
218656500,RK1251T-T,Terminal,RENKYO,pcs
218656500,RK1251H-03-00,Housing,RENKYO,pcs
218831400,UL 1571 AWG28 YELLOW P300,Wire,SUMITOMO,meter
218831400,UL 1571 AWG28 ORANGE P300,Wire,SUMITOMO,meter
218831400,UL 1571 AWG28 RED P300,Wire,SUMITOMO,meter
218831400,UL 1571 AWG28 BROWN P300,Wire,SUMITOMO,meter
218831400,UL 1571 AWG28 BLUE P300,Wire,SUMITOMO,meter
218831400,UL 1571 AWG28 PINK P300,Wire,SUMITOMO,meter
218831400,RK1251T-T,Terminal,RENKYO,pcs
218831400,SSH-003T-P0.2-H,Terminal,JST,pcs
218831400,RK1251H-06-00,Housing,RENKYO,pcs
218831400,SHR-03V-S,Housing,JST,pcs
218831400,GL5B T 10*5*5,Ferrite Core,BIPOLAR,pcs
218831400,AH-3 AWG10 BLACK,Tube,IWASE,meter
218831400,SSH-003T-P0.2-H (1001T0P-B1),Terminal,CKM,pcs
218831400,SHR-03V-S (1001H-3P-HF),Housing,CKM,pcs
218655400,C-UL 1061 AWG28 BLACK P300,Wire,SUMITOMO,meter
218655400,C-UL 1061 AWG28 WHITE P300,Wire,SUMITOMO,meter
218655400,C-UL 1061 AWG28 RED P300,Wire,SUMITOMO,meter
218655400,C-UL 1061 AWG28 GREEN P300,Wire,SUMITOMO,meter
218655400,C-UL 1061 AWG28 YELLOW P300,Wire,SUMITOMO,meter
218655400,1501T0P-B1,Terminal,CKM,pcs
218655400,SSHL-003T-P0.2,Terminal,JST,pcs
218655400,1501H-5P-HF,Housing,CKM,pcs
218655400,SHLP-05V-S-B,Housing,JST,pcs
218655400,T4A RH 11x25x5,Ferrite Core,FERRICO,pcs
219461400,C-UL 1007 AWG24 WHITE P300,Wire,SUMITOMO,meter
219461400,C-UL 1007 AWG24 BLACK P300,Wire,SUMITOMO,meter
219461400,PADP-12V-1-S WHITE,Housing,JST,pcs
219461400,2008H-12-HF,Housing,CKM,pcs
219461400,SPH-002T-P0.5L,Terminal,JST,pcs
219461400,2008-T2P-B1,Terminal,CKM,pcs
220168900,UL 3767 AWG30 BLUE P150,Wire,SUMITOMO,meter
220168900,UL 3767 AWG30 GREEN P150,Wire,SUMITOMO,meter
220168900,UL 3767 AWG30 YELLOW P150,Wire,SUMITOMO,meter
220168900,UL 3767 AWG30 ORANGE P150,Wire,SUMITOMO,meter
220168900,UL 3767 AWG30 BLACK P150,Wire,SUMITOMO,meter
220168900,UL 3767 AWG30 RED P150,Wire,SUMITOMO,meter
220168900,SUHR-04V-S,Housing,JST,pcs
220168900,SUHR-02V-S,Housing,JST,pcs
220168900,SHR-06V-S-B,Housing,JST,pcs
220168900,SSH-003T-P0.2-H,Terminal,JST,pcs
220168900,SSUH-003T-P0.15,Terminal,JST,pcs
220168900,SHR-06V-S-B (1001H-6P-HF),Housing,CKM,pcs
220168900,SSH-003T-P0.2-H (1001T0P-B1),Terminal,CKM,pcs
220417400,AH-3 AWG10 WHITE,Tube,IWASE,meter
220544600,UL 1571 AWG30 BLACK P300,Wire,SUMITOMO,meter
220544600,UL 1571 AWG30 RED P300,Wire,SUMITOMO,meter
220544600,UL 1571 AWG30 BLUE P300,Wire,SUMITOMO,meter
220544600,UL 1571 AWG30 YELLOW P300,Wire,SUMITOMO,meter
220544600,UL 1571 AWG30 GREEN P300,Wire,SUMITOMO,meter
220544600,UL 1571 AWG30 WHITE P300,Wire,SUMITOMO,meter
220544600,1001T0P-B1,Terminal,CKM,pcs
220544600,1001H-6P-HF,Housing,CKM,pcs
220544600,T18R,Binder,TYTON,pcs
220544600,AH-3 AWG8 BLACK,Tube,IWASE,meter
220668700,UL 10097 AWG20 RED P300,Wire,SUMITOMO,meter
220668700,UL 10097 AWG20 BLACK P300,Wire,SUMITOMO,meter
220668700,UL 1007 AWG18 GREEN/YELLOW-LTK,Wire,SHINDIN,meter
220668700,3962H-3P-HF,Housing,CKM,pcs
220668700,3962T0P-BI,Terminal,CKM,pcs
220668700,SRT-51T-4FE,Terminal,JST,pcs
220668700,TU-301-SP-SE015-JJ1,AC Inlet,TECX-UNIONS,pcs
220668700,T18R,Binder,TYTON,pcs
220668700,K3T14.00x10.00x7.00,Ferrite Core,FERRICO,pcs
220668700,SUMITUBE F(Z) Ø3.5 BLACK,Tube,SUMITOMO,meter
220707700,UL 10097 AWG20 BLACK P300,Wire,SUMITOMO,meter
220707700,UL 10097 AWG20 RED P300,Wire,SUMITOMO,meter
220707700,3962H-3P-HF,Housing,CKM,pcs
220707700,3962T0P-BI,Terminal,CKM,pcs
220707500,UL 10097 AWG20 RED P300,Wire,SUMITOMO,meter
220707500,UL 10097 AWG20 BLACK P300,Wire,SUMITOMO,meter
220707500,UL 1007 AWG18 GREEN/YELLOW-LTK,Wire,SHIN DIN/LTK,meter
220707500,3962T0P-BI,Terminal,CKM,pcs
220707500,SRT-51T-4FE,Terminal,JST,pcs
220707500,3962H-3P-HF,Housing,CKM,pcs
220707500,SUMITUBE F(Z) Ø3.5 BLACK,Tube,SUMITOMO,meter
220707500,FD3M T14x10x7,Ferrite Core,FENGRUI,pcs
220707500,TU-301-SP-SE015-JJ1,AC Inlet,TECX-UNIONS,pcs
220707500,C4V-822M,Interlock Switch,OMRON,pcs
220707500,GR III (B-8) LLS227N  1.2mm,Solder Wire,SOLDER COAT,kg
220708900,UL 3767 AWG30 BLUE P150,Wire,SUMITOMO,meter
220708900,UL 3767 AWG30 GREEN P150,Wire,SUMITOMO,meter
220708900,UL 3767 AWG30 YELLOW P150,Wire,SUMITOMO,meter
220708900,UL 3767 AWG30 ORANGE P150,Wire,SUMITOMO,meter
220708900,UL 3767 AWG30 BLACK P150,Wire,SUMITOMO,meter
220708900,UL 3767 AWG30 RED P150,Wire,SUMITOMO,meter
220708900,SUHR-04V-S,Housing,JST,pcs
220708900,SUHR-02V-S,Housing,JST,pcs
220708900,SHR-06V-S-B,Housing,JST,pcs
220708900,SSH-003T-P0.2-H,Terminal,JST,pcs
220708900,SSUH-003T-P0.15,Terminal,JST,pcs
220708900,SHR-06V-S-B (1001H-6P-HF),Housing,CKM,pcs
220708900,SSH-003T-P0.2-H (1001T0P-B1),Terminal,CKM,pcs
220929900,UL 1571 AWG28 BLACK P300,Wire,SUMITOMO,meter
220929900,LLS227N-B18,Solder Bar,SOLDER COAT,kg
220934200,C-UL 1007 AWG26 RED P300,Wire,SUMITOMO,meter
220934200,LLS227N-B18,Solder Bar,SOLDER COAT,kg
220934300,C-UL 1007 AWG26 BLUE P300,Wire,SUMITOMO,meter
220934300,LLS227N-B18,Solder Bar,SOLDER COAT,kg
220861000,UL 10097 AWG20 BLACK P300,Wire,SUMITOMO,meter
220861000,UL 10097 AWG20 WHITE P300,Wire,SUMITOMO,meter
220861000,C4V-822M,Switch,OMRON,pcs
220861000,3962H-3P-HF,Housing,CKM,pcs
220861000,3962T0P-BI,Terminal,CKM,pcs
220861000,FD3M RH16x8x16,Ferrite Core,FENGRUI,pcs
220861000,SUMITUBE F3(Z) Ø3.5mm BLACK,Tube,SUMITOMO,meter
220861000,AH-3 AWG6 BLACK,Tube,IWASE,meter
220861000,T18R,Binder,TYTON,pcs
220861000,GR III (B-8) LLS227N  1.2mm,Solder Wire,SOLDER COAT,kg
220861100,UL 3443 AWG22 WHITE P300,Wire,SUMITOMO,meter
220861100,UL 3443 AWG22 BLACK P300,Wire,SUMITOMO,meter
220861100,UL 3443 AWG22 YELLOW P300,Wire,SUMITOMO,meter
220861100,UL 3443 AWG22 RED P300,Wire,SUMITOMO,meter
220861100,UL 3443 AWG22 BROWN P300,Wire,SUMITOMO,meter
220861100,UL 3443 AWG22 VIOLET P300,Wire,SUMITOMO,meter
220861100,UL 3443 AWG22 GRAY P300,Wire,SUMITOMO,meter
220861100,UL 3443 AWG22 ORANGE P300,Wire,SUMITOMO,meter
220861100,UL 3443 AWG22 PINK P300,Wire,SUMITOMO,meter
220861100,UL 3443 AWG22 GREEN P300,Wire,SUMITOMO,meter
220861100,2015H-10P-HF,Housing,CKM,pcs
220861100,2008-T2P-B1L,Terminal,CKM,pcs
220861100,PHDR-10V-S,Housing,JST,pcs
220861100,SPHD-001T-P0.5,Terminal,JST,pcs
220861100,K3T20.00x10.00x10.00,Ferrite Core,FERRICO,pcs
220861200,UL 3443 AWG22 GREEN P300,Wire,SUMITOMO,meter
220861200,UL 3443 AWG22 BLACK P300,Wire,SUMITOMO,meter
220861200,UL 3443 AWG22 RED P300,Wire,SUMITOMO,meter
220861200,UL 3443 AWG22 BLUE P300,Wire,SUMITOMO,meter
220861200,UL 3443 AWG22 YELLOW P300,Wire,SUMITOMO,meter
220861200,2015H-5P-HF,Housing,CKM,pcs
220861200,2008-T2P-B1L,Terminal,CKM,pcs
220861200,K3RH16.00x28.00x9.00,Ferrite Core,FERRICO,pcs
220861700,UL 3443 AWG24 RED P300,Wire,SUMITOMO,meter
